cleaned_text,sentiment
 mistakes in writing are ok right  i just want to practise a little dailylifeenglish,Positive
having knee checked out  not feeling right ,Negative
 i am going to try this last hour i even turn the volume up on the alarm so i will not miss it nitey nite ,Positive
is it wrong that i am fighting my eyelids at this time of day ,Negative
 work to be done first ,Negative
i am so tired  i cannot wait until this weekend  prom   i have to sign up for pictures today  i must not forget  lol,Positive
playing killzone 2 the demo ,Negative
 stanford summit 2008 short video   remebering magical funtasticroller coaster ride ,Positive
 rooooooly hug whassup bro ,Positive
who knew it was possible to be allergic to bandaid adhesive  ,Negative
 lmao i do not blame them i got my breasts from my dads side of the fam 2 shame i dident get his eye colour though ,Negative
 i think if i click the word quotreplyquot it gives me a new window of what you are replying to i will do that now ,Positive
 go to town bb ,Positive
  i promised myself i would have a proper look at 960gs  have not got round to it yet ,Negative
 i have done dailies weeklies and monthlies would not mind an annual next ,Positive
completing reports and meetings this morning  interviewing people this afternoon busy bee today blurrgghh ,Negative
yep say hello to 129  downloads the   for quality priced    sad day ,Negative
valerie deiss is enjoying the bright sides of life lt3 breakfast with him and a barbecue this afternoon  sum ,Positive
 are you meant to add on the back of that quottwittering from a toilet cubicle somewherequot ,Positive
woops got chocolate milkshake on my white top s grr my top  lt3,Negative
video yes me let loose on twitter again   ,Positive
q stopped out a 386 for a 14 cent loss  hmmm  both my long and my short stopped out today ,Negative
 is that stage left     ,Positive
just saw sunshine cleaning i love amy adams ,Positive
another great new zealand track no dreams are ever over   ,Positive
 got your email  just give me a time that suits  talk soon ,Positive
sat on the beach in woolacombe sun is out but it is cold ,Negative
 that is hotel tvs for ya ,Positive
i am amazed that my bro  knows what gps stands fori feel ashamed ,Negative
 give me your ticket number and i will take a look personally ,Positive
google thinks the cafe is a spam blog  they are recognised by quotirrelevant repetitive or nonsensical textquot  that is told me ,Negative
giving it up no ones here ,Negative
just woke upp  cheese on toast yummmm i want to wear my spongebob teeshirt but i cannot find it ,Negative
awww hell disturbed on now inside the fire followed by the night ,Positive
 i wish i was there too  ,Negative
 you should it is really good ,Positive
really need to clean the sensor in my slr as it is i will be doing spot removal from several hundred pictures ,Negative
writing music for my debut ep  which of course will never be released sigh,Positive
 haha you would not because you are wearing them ,Negative
 aw i love youuu and miss you so much  i cannot be this long without youuu ,Negative
 good for me i have not gone to bed ,Negative
should be getting her passport interview done tomorrow ,Positive
jasmine and bohdi are here for the holidays ,Positive
awaiting my poor philosophy exam grade ,Negative
my printer  scanner  copier in on the fritz ,Negative
in my head i am busy with the blog the vid and art but i have to do the nescessary stuff now officework  c ya ,Positive
sadly no boarding today picked up a bug from somewhere ,Negative
wow just back from my longest ever non stop run 14 miles now i truly know what sore legs feel like  delighted though,Positive
is sick  this sucks,Negative
busy week advising appt dinner with new roomies 2 tests and tons of homework ,Negative
see my life is gone really flat crap ,Negative
 woohoo really looking forward to playing with the new features and hope the framework reboot leads to more cool plugins ,Positive
i feel sorry for my 64 followers because my posts probably take up their entire page ,Positive
so i may have accidentally killed an armadillo last night then ran over it again on the way back   rip poor thing,Negative
good morning world hope everyone has an amazing day ,Positive
i slept for too long last night my head aches now ,Negative
damp i could not wear jeans cuz they were too wet so i had to wear regular sweat pants i look terrible oh amp i forgot my snack ,Negative
just got reduced to tears by jeremy kyle off to the doctors now  i hate the doctors its so scary arghhhh,Negative
ugh shaney not shandy silly predicitve text foe the record i do not like shandys but i like shaney ,Positive
wants something to eat but cannot decide what to have shortstack were on home and away and hi tori ,Positive
 sigh me too  mostly i miss hsnging out with my friends damn growing up  p oh yeah i miss being able to spell too lol,Negative
i am glad jelly beans are in season because i have been craving them ,Positive
meh almost lover is the exception this track gets me depressed every time ,Negative
and now it is gone  i cannot find it it is probably preparing to attack when i least expect it ,Negative
 i feel your pain  forced to use my daughters computer wvista while my machine with mandriva os awaits repair  ltsniffgt,Negative
time to head off and start another day of work hope yall have a good one catch you when i return ,Positive
thinks new moon needs to come out already ,Positive
is very very tired    yet still looking forward to spending my saturday with mumsy ,Negative
 w00t i rate 78 of your  asshattery awesome now i need to follow the other people you bug ,Positive
has to flip his lifestyle around goodbye to sleeping in  and hello work at 6am,Negative
wants to be a developer and not a support engineer ,Negative
